index,lat,lon,timestamp,amenity,tags,name,num_tags
12,49.2778798,-123.115199,2022-07-08T05:43:25.000-07:00,social_facility,"{'addr:province': 'BC', 'website': 'https://rcav.org/mens-hostel/', 'addr:housenumber': '828', 'phone': '+1-604-443-3292', 'social_facility:for': 'homeless', 'addr:street': 'Cambie Street', 'fax': '+1-604-683-0926', 'addr:postcode': 'V6B 2A7', 'social_facility': 'shelter', 'addr:city': 'Vancouver'}",Catholic Charities Men's Hostel,10.0
13,49.219926,-122.5992796,2022-08-29T08:16:36.000-07:00,townhall,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.mapleridge.ca/', 'addr:housenumber': '11995', 'phone': '+1-604-463-5221', 'addr:street': 'Haney Place', 'fax': '+1-604-467-7329', 'email': 'enquiries@mapleridge.ca', 'townhall:type': 'city', 'addr:city': 'Maple Ridge'}",Maple Ridge Municipal Hall,10.0
15,49.040367,-122.3042417,2018-06-20T15:11:39.000-07:00,monastery,"{'addr:housenumber': '2108', 'monastery:type': 'convent', 'phone': '+1-604-756-8882', 'community:gender': 'female', 'addr:street': 'Ware Street', 'addr:postcode': 'V2S 3C2', 'operator': 'Carmelite Missionary Sisters of St. Therese of the Child Jesus', 'building': 'detached', 'religion': 'christian', 'denomination': 'roman_catholic'}",St Ann's Convent,10.0
16,49.0525626,-122.3129064,2019-09-13T13:56:58.000-07:00,social_facility,"{'website': 'http://pacificpathways.ca', 'addr:housenumber': '32865', 'description': 'A project of Pacific Developmental Pathways Ltd.', 'social_facility:for': 'disabled', 'addr:street': 'Ventura Avenue', 'addr:postcode': 'V2S 6A3', 'addr:unit': '102', 'social_facility': 'outreach', 'addr:city': 'Abbotsford'}",Abbotsford Pathways,9.0
17,49.2496124,-122.922389,2021-03-26T04:23:53.000-07:00,social_facility,"{'website': 'https://foodbank.bc.ca', 'addr:housenumber': '8345', 'phone': '+1-604-876-3601', 'opening_hours': 'Mo-Fr 08:30-16:30', 'addr:street': 'Winston Street', 'addr:postcode': 'V5A 2H3', 'email': 'reception@foodbank.bc.ca', 'social_facility': 'food_bank', 'addr:city': 'Burnaby'}",Greater Vancouver Food Bank,9.0
18,49.2252941,-123.0011558,2020-07-10T07:03:18.000-07:00,townhall,"{'website': 'http://www.metrovancouver.org/', 'alt_name': 'Metro Vancouver Regional District', 'addr:housenumber': '4730', 'government': 'county', 'phone': '+1-604-432-6200', 'old_name': 'Greater Vancouver Regional District', 'office': 'government', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}",Metro Vancouver,9.0
19,49.2770164,-123.1248993,2020-11-15T16:23:58.000-08:00,cinema,"{'alt_name': 'Vancity Theatre', 'addr:housenumber': '1181', 'phone': '+1-604-683-3456', 'opening_hours': '""opening hours depends on when movies play and festivals""', 'screen': '1', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3M7', 'email': 'info@viff.org', 'addr:city': 'Vancouver'}",Vancouver International Film Centre,9.0
20,49.1699666,-122.914574,2020-11-30T04:51:47.000-08:00,social_facility,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '11030', 'phone': '+1-604-951-9415', 'social_facility:for': 'senior', 'addr:street': 'River Road', 'addr:postcode': 'V4C2S2', 'social_facility': 'group_home', 'addr:city': 'Delta'}",Delta Lodge,9.0
22,49.1443395,-122.84914,2021-12-15T06:01:30.000-08:00,social_facility,"{'website': 'https://www.surreyfoodbank.org/', 'addr:housenumber': '13478', 'phone': '+1-604-581-5443', 'surrey:addrid': '72181', 'source': 'City of Surrey 2010 GIS Data', 'addr:street': '78 Avenue', 'surrey:date': '19850801', 'social_facility': 'food_bank', 'addr:city': 'Surrey'}",Surrey Food Bank Society,9.0
23,49.1984658,-122.8449496,2018-03-26T17:06:23.000-07:00,social_facility,"{'addr:housenumber': '10776', 'surrey:addrid': '63814', 'source': 'City of Surrey 2010 GIS Data', 'social_facility:for': 'underprivileged', 'office': 'ngo', 'addr:street': 'King George Boulevard', 'surrey:date': '19851120', 'social_facility': 'outreach', 'addr:city': 'Surrey'}",Surrey Urban Outreach Society,9.0
24,49.2911911,-123.130162,2022-07-10T02:20:01.000-07:00,theatre,"{'addr:province': 'BC', 'website': 'https://palstudiotheatre.com/', 'alt_name': 'Performing Art Lodges Vancouver, Performing Art Lodges Theatre', 'addr:housenumber': '581', 'phone': '+1-604-255-4313', 'addr:street': 'Cardero Street', 'addr:postcode': 'V6G 3L3', 'addr:unit': '300', 'addr:city': 'Vancouver'}",PAL Studio Theatre,9.0
25,49.2152557,-123.0058967,2021-04-30T04:36:22.000-07:00,social_facility,"{'wheelchair': 'yes', 'website': 'http://fairhaven.bc.ca/long-term-care-2/', 'addr:housenumber': '7557', 'phone': '+1-604-435-0525', 'social_facility:for': 'senior', 'addr:street': 'Sussex Avenue', 'operator': 'Fair Haven', 'email': 'info@fairhaven.bc.ca', 'social_facility': 'nursing_home'}",Fair Haven Homes Burnaby Lodge,9.0
26,49.1873731,-122.849479,2022-01-18T06:27:11.000-08:00,university,"{'wheelchair': 'yes', 'website': 'https://www.sfu.ca/', 'addr:housenumber': '13450', 'phone': '+1-778-782-7400', 'short_name': 'SFU Surrey', 'addr:street': '102 Avenue', 'addr:postcode': 'V3T 0A3', 'addr:unit': '250', 'addr:city': 'Surrey'}",Simon Fraser University Surrey Campus,9.0
27,49.3253576,-123.1381996,2019-04-29T02:08:26.000-07:00,cinema,"{'brand:wikidata': 'Q2972807', 'wheelchair': 'yes', 'website': 'https://www.cineplex.com', 'alt_name': 'Cineplex VIP cinemas', 'level': '2', 'brand:wikipedia': 'en:Cineplex Entertainment', 'indoor': 'yes', 'brand': 'Cineplex', 'layer': '2'}",Cineplex Cinemas & VIP,9.0
28,49.0404223,-122.2763779,2020-12-11T16:12:05.000-08:00,social_facility,"{'website': 'https://www.redcross.ca/in-your-community/british-columbia-and-yukon/bc-specific-programs/health-equipment-loan-program/help-locations---lower-mainland', 'addr:housenumber': '34220', 'opening_hours': 'Mo-Sa 11:00-13:00', 'office': 'ngo', 'addr:street': 'South Fraser Way', 'addr:postcode': 'V2S 2C6', 'building': 'commercial', 'addr:unit': '1', 'social_facility': 'outreach'}",Canadian Red Cross,9.0
29,49.2545,-123.1149458,2021-01-27T16:31:24.000-08:00,cinema,"{'website': 'https://www.cineplex.com/Theatre/the-park-theatre', 'addr:housenumber': '3440', 'phone': '+1-604-709-3456', 'source': 'local_knowledge', 'addr:street': 'Cambie St.', 'wikidata': 'Q17111702', 'addr:postcode': 'V5Z 2W8', 'operator': 'Cineplex', 'addr:city': 'Vancouver'}",The Park Theatre,9.0
30,49.0611606,-122.302293,2017-02-07T00:51:23.000-08:00,social_facility,"{'website': 'http://clbc.cioc.ca/record/CLB2914', 'addr:housenumber': '33295', 'description': 'Subsidized Housing', 'social_facility:for': 'underprivileged', 'addr:street': 'Maclure Road', 'addr:postcode': 'V2S 7V9', 'operator': 'Abbotsford Kinsmen Housing Society', 'building': 'terrace', 'addr:unit': '153'}",Kinsmen Creekside Estates,9.0
31,49.0548788,-122.3174509,2019-09-02T22:08:25.000-07:00,social_facility,"{'website': 'http://www.hopeforwomen.ca', 'alt_name': 'Advokate Life & Education Services', 'phone': '+1-604-853-0303', 'opening_hours': 'Mo-Fr 10:00-16:00; Sa 10:00-14:00', 'social_facility:for': 'pregnant', 'url': 'https://lifecollective.io/advokate/', 'operator': 'Abbotsford Right to Life Society', 'addr:unit': '2', 'social_facility': 'outreach'}",Hope For Women,9.0
32,49.0497018,-122.2917803,2022-05-13T21:53:54.000-07:00,social_facility,"{'website': 'https://www.bcss.org/branches/lower-mainland/fraser/abbotsford-branch/2008/07/about-bcss-abbotsford', 'phone': '+1-604-859-0105', 'description': '& any/all Other Mental Illness', 'social_facility:for': 'mental_health', 'office': 'association', 'entrance': 'yes', 'addr:unit': '18', 'social_facility': 'outreach'}",BC Schizophrenia Society,8.0
33,49.2811013,-123.098369,2022-06-05T20:40:43.000-07:00,theatre,"{'addr:province': 'BC', 'website': 'https://rickshawtheatre.com/', 'addr:housenumber': '254', 'phone': '+1-604-681-8915', 'addr:street': 'East Hastings Street', 'wikidata': 'Q38378234', 'addr:postcode': 'V6A 1P1', 'addr:city': 'Vancouver'}",The Rickshaw,8.0
34,49.0487841,-122.3371726,2022-04-20T16:16:08.000-07:00,social_facility,"{'website': 'https://fftsp.org', 'contact:facebook': 'https://www.facebook.com/FFTSP/', 'addr:housenumber': '2564', 'social_facility:for': 'drug_addicted', 'office': 'therapist', 'addr:street': 'Clearbrook Road', 'addr:postcode': 'V2T 2Y5', 'social_facility': 'nursing_home'}",Food for the Soul Project Society Opioid Agonist Treatment,8.0
35,49.2636704,-122.9886259,2021-03-08T19:31:45.000-08:00,social_facility,"{'operator:type': 'private_non_profit', 'website': 'https://progressivehousing.net/service/emergency-shelter/', 'addr:housenumber': '2294', 'phone': '+1-604-522-9669', 'social_facility:for': 'homeless', 'addr:street': 'Douglas Road', 'operator': 'Progressive Housing Society', 'social_facility': 'shelter'}",Emergency Shelter,8.0
36,49.0461187,-122.2882553,2022-05-13T21:58:47.000-07:00,social_facility,"{'website': 'https://www.abbotsfordccrr.ca/', 'alt_name': 'Abbotsford CCRR', 'addr:housenumber': '33820', 'level': '0', 'office': 'government', 'addr:street': 'South Fraser Way', 'addr:postcode': 'V2S 2C5', 'addr:unit': '1B'}",Abbotsford Child Care Resource & Referral,8.0
37,49.216164,-123.0057202,2021-05-02T03:58:26.000-07:00,social_facility,"{'wheelchair': 'yes', 'website': 'https://stmichaels.bc.ca/', 'addr:housenumber': '7451', 'phone': '+1-604-434-1323', 'social_facility:for': 'senior', 'addr:street': 'Sussex Avenue', 'email': 'info@stmichaels.bc.ca', 'social_facility': 'nursing_home'}",St. Michael's Centre,8.0
38,49.2891958,-123.110351,2020-01-19T06:35:09.000-08:00,cinema,"{'website': 'https://www.flyovercanada.com/', 'addr:housenumber': '999', 'phone': '+1-604-620-8455', 'opening_hours': 'Su-Sa 10:00-21:00', 'screen': '1', 'addr:street': 'Canada Place', 'addr:unit': '201', 'addr:city': 'Vancouver'}",FlyOver Canada,8.0
39,49.2821887,-123.1008914,2022-03-14T00:50:55.000-07:00,social_facility,"{'addr:housenumber': '138', 'operator:wikidata': 'Q188307', 'social_facility:for': 'homeless', 'operator:wikipedia': 'en:The Salvation Army', 'addr:street': 'East Cordova Street', 'operator:short': 'TSA', 'operator': 'The Salvation Army', 'social_facility': 'shelter'}",The Beacon,8.0
40,49.0954671,-122.0811288,2018-02-09T05:00:04.000-08:00,social_facility,"{'addr:housenumber': '5133', 'phone': '+1-604-823-6712', 'source': 'https://www.change.org/p/terry-lake-becky-doherty-bob-laroy-henry-braun-daryll-plecas-adrian-dix-closure-of-mountain-view-home-by-fraser-health', 'social_facility:for': 'mental_health', 'addr:street': 'Boundary Road', 'addr:postcode': 'V3G 2N4', 'operator': 'Fraser Health Authority; Skipton Holdings', 'social_facility': 'group_home'}",Mountain View Home,8.0
41,49.2174102,-122.9650842,2021-04-30T05:07:43.000-07:00,social_facility,"{'website': 'http://seniors.nikkeiplace.org/', 'addr:housenumber': '6680', 'phone': '+1-604-777-5000', 'social_facility:for': 'senior', 'addr:street': 'Southoaks Crescent', 'email': 'srhousing@nikkeiplace.org', 'social_facility': 'assisted_living'}",Nikkei Place Seniors,7.0
42,49.0437623,-122.2939743,2022-02-19T07:42:25.000-08:00,social_facility,"{'website': 'http://www.healinggrounds.ca', 'phone': '+1-604-854-1094', 'opening_hours': 'Mo-Fr 10:00-18:00', 'social_facility:for': 'juvenile', 'office': 'ngo', 'addr:unit': 'A', 'social_facility': 'outreach'}",Healing Grounds Youth Services,7.0
43,49.2637793,-123.138801,2021-09-29T03:32:43.000-07:00,clock,"{'date': 'no', 'addr:housenumber': '2447', 'man_made': 'tower', 'display': 'analog', 'addr:street': 'Granville Street', 'faces': '4', 'tower:construction': 'building'}",,7.0
46,49.0435147,-122.27865,2020-12-24T23:47:07.000-08:00,social_facility,"{'website': 'http://www.careandshare.ca', 'phone': '+1-604-852-9305', 'description': 'Emergency Shelter for Homeless', 'social_facility:for': 'underprivileged', 'office': 'quango', 'operator': 'Salvation Army', 'social_facility': 'shelter'}",The Salvation Army Centre of Hope,7.0
47,49.2792244,-123.0995102,2022-06-05T20:42:47.000-07:00,university,"{'website': 'https://learningexchange.ubc.ca/', 'addr:housenumber': '612', 'phone': '+1-604-408-5164', 'opening_hours': 'Mo-We 09:00-12:00,13:00-17:00; Th 09:00-12:00,13:00-19:00; Fr 13:00-17:00', 'addr:street': 'Main Street', 'fax': '+1-604-682-6807', 'email': 'learning.exchange@ubc.ca'}",UBC Learning Exchange,7.0
48,49.21633,-122.9846623,2019-07-01T01:00:58.000-07:00,theatre,"{'wheelchair': 'yes', 'website': 'https://www.michaeljfoxtheatre.ca/', 'addr:housenumber': '7373', 'phone': '+1-604-664-8875', 'addr:street': 'MacPherson Avenue', 'addr:postcode': 'V5J 2B7', 'addr:city': 'Burnaby'}",Michael J. Fox Theatre,7.0
49,49.1068597,-122.6521121,2021-01-13T18:31:52.000-08:00,social_facility,"{'website': 'https://triangleresources.com', 'addr:housenumber': '5724', 'social_facility:for': 'community', 'office': 'quango', 'addr:street': 'Glover Road', 'addr:postcode': 'V3A 4H8', 'social_facility': 'community_centre'}",Triangle Community Resources Inc.,7.0
50,49.2799331,-123.120567,2021-01-05T05:38:26.000-08:00,theatre,"{'addr:province': 'BC', 'website': 'http://orpheum-theater.com/orpheum_theater_vancouver.php', 'addr:housenumber': '601', 'addr:street': 'Smithe Street', 'wikidata': 'Q7103961', 'addr:postcode': 'V6Z 1K3', 'addr:city': 'Vancouver'}",The Orpheum,7.0
51,49.2806911,-123.112557,2022-09-10T01:15:19.000-07:00,theatre,"{'addr:province': 'BC', 'website': 'https://vancouvercivictheatres.com/venues/vancouver-playhouse/', 'addr:housenumber': '600', 'addr:street': 'Hamilton Street', 'wikidata': 'Q7914233', 'addr:postcode': 'V6B 3L4', 'addr:city': 'Vancouver'}",Vancouver Playhouse,7.0
52,49.2675621,-122.951685,2021-08-28T19:10:49.000-07:00,social_facility,"{'website': 'https://www.swedishcanadian.ca/residency/assisted-living-residence/', 'addr:housenumber': '7230', 'phone': '+1-604-420-1124', 'social_facility:for': 'senior', 'addr:street': 'Halifax Street', 'email': 'info@swedishcanadian.ca', 'social_facility': 'assisted_living'}",Swedish Assisted Living Residence,7.0
53,49.2098186,-123.1157123,2019-02-20T02:36:04.000-08:00,cinema,"{'website': 'https://www.cineplex.com/Theatre/cineplex-cinemas-marine-gateway-and-vip', 'addr:housenumber': '452', 'phone': '+1-604-630-0414', 'is_in:city': 'Vancouver', 'addr:street': 'South West Marine Drive', 'addr:postcode': 'V5X 0C3', 'operator': 'Cineplex'}",Cineplex Cinemas Marine Gateway and VIP,7.0
54,49.2037107,-123.1375228,2019-09-13T13:56:59.000-07:00,theatre,"{'website': 'https://metrotheatre.com/', 'addr:housenumber': '1370', 'phone': '+1-604-266-7191', 'addr:street': 'Southwest Marine Drive', 'wikidata': 'Q38378154', 'addr:postcode': 'V6P 5Z9', 'addr:city': 'Vancouver'}",Metro Theatre,7.0
55,49.0298938,-122.800849,2020-01-30T20:36:08.000-08:00,theatre,"{'addr:province': 'BC', 'website': 'https://www.whiterockplayers.ca/', 'alt_name': ""White Rock Players' Club"", 'addr:housenumber': '1532', 'phone': '+1-604-536-7535', 'addr:street': 'Johnston Road', 'addr:city': 'White Rock'}",Coast Capital Playhouse,7.0
56,49.2800554,-123.1164214,2021-01-10T03:43:41.000-08:00,theatre,"{'addr:province': 'BC', 'addr:housenumber': '777', 'short_name': 'The Centre', 'addr:street': 'Homer Street', 'wikidata': 'Q38378369', 'addr:postcode': 'V6B 2W1', 'addr:city': 'Vancouver'}",The Centre For Performing Arts,7.0
57,49.2434955,-122.973016,2022-05-14T06:31:34.000-07:00,marketplace,"{'website': 'https://www.artisanmarkets.ca/', 'addr:housenumber': '4949', 'addr:country': 'CA', 'opening_hours': 'May-Oct: Sa 10:00-14:00', 'addr:street': 'Canada Way', 'addr:postcode': 'V5G 4A3'}",Burnaby Artisan Farmers' Market,6.0
58,49.273765,-123.0752492,2019-09-13T13:57:03.000-07:00,theatre,"{'website': 'https://www.electriccompanytheatre.com/', 'addr:housenumber': '1422', 'addr:street': 'William Street', 'addr:postcode': 'V5L 2P7', 'email': 'info@electriccompanytheatre.com', 'addr:city': 'Vancouver'}",Electric Company Theatre,6.0
59,49.0462421,-122.3500204,2016-06-13T22:36:31.000-07:00,social_facility,"{'level': '0', 'social_facility:for': 'diseased', 'office': 'administrative', 'entrance': 'yes', 'operator': 'Fraser Health Authority', 'social_facility': 'outreach'}",fraserhealth Home and Community Care,6.0
60,49.2823162,-122.82998,2019-08-12T23:13:48.000-07:00,townhall,"{'website': 'http://www.portmoody.ca', 'addr:housenumber': '100', 'wikipedia': 'en:Port Moody', 'addr:street': 'Newport Drive', 'wikidata': 'Q776261', 'addr:postcode': 'V3H 5C3'}",Port Moody City Hall,6.0
61,49.229627,-123.002003,2021-01-05T19:30:13.000-08:00,university,"{'website': 'https://alexandercollege.ca/', 'addr:housenumber': '4603', 'phone': '+1-604-435-5815', 'addr:street': 'Kingsway', 'fax': '+1-604-435-5895', 'addr:unit': '101'}",Alexander College,6.0
62,49.2782044,-123.113409,2020-01-04T17:30:18.000-08:00,theatre,"{'website': 'http://www.frankiesjazzclub.ca/', 'addr:housenumber': '755', 'phone': '+1-604-688-6368', 'addr:street': 'Beatty Street', 'email': 'info@frankiesjazzclub.ca', 'addr:city': 'Vancouver'}",Frankie's Jazz Club,6.0
63,49.2417074,-123.121162,2021-03-12T01:34:52.000-08:00,social_facility,"{'addr:housenumber': '4865', 'social_facility:for': 'senior', 'addr:street': 'Heather Street', 'operator': 'We Care for Seniors', 'social_facility': 'group_home', 'addr:city': 'Vancouver'}",Tapestry Foundation for Health Care,6.0
64,49.0314052,-122.7983052,2022-03-12T06:58:46.000-08:00,social_facility,"{'wheelchair': 'yes', 'operator:type': 'private', 'website': 'https://www.amica.ca/white-rock', 'social_facility:for': 'senior', 'operator': 'Amica', 'social_facility': 'group_home'}",Amica White Rock,6.0
65,49.2416163,-123.1211674,2021-03-12T01:34:52.000-08:00,social_facility,"{'addr:housenumber': '4875', 'social_facility:for': 'senior', 'addr:street': 'Heather Street', 'operator': 'Providence Health Care', 'social_facility': 'group_home', 'addr:city': 'Vancouver'}",St. Vincent's Heather Campus of Care,6.0
66,49.286811900000004,-123.1279618,2021-07-03T02:46:38.000-07:00,marketplace,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1277', 'opening_hours': 'Mo-Sa 10:00-20:00; Su 11:00-19:00', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",CB2,6.0
68,49.0561942,-122.3161996,2022-05-13T21:48:26.000-07:00,social_facility,"{'website': 'https://bethesdabc.com/', 'phone': '+1-604-850-6604', 'opening_hours': 'Mo-Fr 09:00-16:00', 'description': 'Abbotsford Head Office', 'social_facility:for': 'disabled', 'office': 'association'}",Bethesda Christian Association,6.0
69,49.281078,-123.1231792,2021-10-25T19:12:39.000-07:00,courthouse,"{'alt_name': 'Law Courts', 'addr:housenumber': '800', 'opening_hours': 'Mo-Fr 09:30-16:30', 'addr:street': 'Smithe Street', 'wikidata': 'Q6503009', 'addr:city': 'Vancouver'}",Court of Appeal & Supreme Court,6.0
70,49.2249319,-123.1086853,2019-03-19T06:05:42.000-07:00,theatre,"{'website': 'https://langara.ca/studio-58/', 'addr:housenumber': '100', 'phone': '+1-604-323-5227', 'name:en': 'Studio 58', 'addr:street': 'West 49th Avenue', 'operator': 'Studio 58'}",Studio 58,6.0
71,49.1552173,-122.7896499,2021-04-20T07:03:49.000-07:00,social_facility,"{'addr:province': 'British Columbia', 'addr:housenumber': '8382', 'social_facility:for': 'senior', 'addr:street': '156 Street', 'social_facility': 'nursing_home', 'addr:city': 'Surrey'}",The Evergreen Hamlets at Fleetwood,6.0
72,49.0519908,-122.3129876,2021-09-23T10:24:35.000-07:00,social_facility,"{'addr:housenumber': '32868', 'addr:street': 'Ventura Avenue', 'addr:postcode': 'V2S 6J3', 'operator': 'City of Abbotsford', 'addr:unit': '106', 'social_facility': 'outreach'}",Archway,6.0
73,49.2766458,-123.1421577,2019-03-22T02:48:01.000-07:00,theatre,"{'website': 'https://bardonthebeach.org/', 'addr:housenumber': '1695', 'phone': '+1-604-737-0625', 'source': 'Bing', 'addr:street': 'Whyte Avenue', 'wikidata': 'Q807984'}",Bard On The Beach (Summer Only),6.0
74,49.2420274,-123.1129332,2019-12-14T06:55:14.000-08:00,clock,"{'date': 'yes', 'visibility': 'street', 'display': 'analog', 'faces': '2', 'support': 'pole', 'start_date': '1995'}",Lions Clock,6.0
75,49.0495245,-122.2924132,2018-06-20T15:11:12.000-07:00,social_facility,"{'website': 'http://www.thompsoncommunityservices.com/contactus.htm', 'phone': '+1-604-758-0794', 'social_facility:for': 'disabled', 'entrance': 'yes', 'addr:unit': '9', 'social_facility': 'outreach'}",Thompson Community Services,6.0
77,49.0492709,-122.339141,2020-11-13T18:30:04.000-08:00,social_facility,"{'website': 'https://archway.ca/program/language-instruction-for-newcomers-to-canada-linc', 'alt_name': 'LINC', 'short_name': 'LINC', 'social_facility:for': 'migrant', 'operator': 'Archway Community Services', 'addr:unit': '102'}",Language Instruction for Newcomers to Canada,6.0
78,49.0488707,-122.2893719,2015-12-14T00:49:22.000-08:00,social_facility,"{'website': 'http://atangardcommunityproject.blogspot.ca', 'level': '1', 'social_facility:for': 'underprivileged', 'entrance': 'yes', 'start_date': '2009-09-01', 'social_facility': 'group_home'}",Atangard Community Project,6.0
79,49.1060841,-122.6523429,2021-01-13T18:31:52.000-08:00,theatre,"{'website': 'https://theatreinthecountry.com', 'contact:facebook': 'https://www.facebook.com/TheatreInTheCountry', 'addr:housenumber': '5708', 'addr:street': 'Glover Road', 'addr:postcode': 'V3A 4H8', 'start_date': '2013'}",Theatre in the Country,6.0
80,49.2178012,-122.955189,2021-10-04T18:29:07.000-07:00,social_facility,"{'operator:type': 'private', 'website': 'https://parcliving.ca/mulberry-parc/', 'social_facility:for': 'senior', 'operator': 'PARC Retirement Living', 'social_facility': 'group_home'}",Mulberry PARC,5.0
81,49.2341394,-123.0385563,2021-11-04T22:01:17.000-07:00,theatre,"{'website': 'https://www.greenthumb.bc.ca/', 'addr:housenumber': '5522', 'addr:street': 'McKinnon Street', 'phone': '+1-604-254-4055', 'email': 'info@greenthumb.bc.ca'}",Green Thumb Theatre,5.0
